"Land";"Hamburg"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Einpendler Kreise"
"Arbeitsort";"Regionalschlüssel";"Wohnort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Hamburg, Freie und Hansestadt";"02000";"Main-Tauber-Kreis";"08128";"70";"40";"30";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Heidenheim";"08135";"60";"30";"20";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ostalbkreis";"08136";"160";"90";"80";"150";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Baden-Baden, Stadt";"08211";"60";"30";"30";"50";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Karlsruhe, Stadt";"08212";"460";"270";"190";"310";"150";"0"
"Hamburg, Freie und Hansestadt";"02000";"Karlsruhe";"08215";"350";"220";"130";"260";"90";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rastatt";"08216";"140";"80";"60";"120";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Heidelberg, Stadt";"08221";"220";"140";"80";"170";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Mannheim, Universitätsstadt";"08222";"330";"200";"130";"240";"90";"0"
"Hamburg, Freie und Hansestadt";"02000";"Neckar-Odenwald-Kreis";"08225";"60";"40";"20";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rhein-Neckar-Kreis";"08226";"440";"290";"140";"370";"70";"0"
"Hamburg, Freie und Hansestadt";"02000";"Pforzheim, Stadt";"08231";"50";"30";"20";"40";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Calw";"08235";"80";"50";"30";"60";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Enzkreis";"08236";"140";"90";"50";"90";"40";"0"
"Hamburg, Freie und Hansestadt";"02000";"Freudenstadt";"08237";"60";"50";"20";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Freiburg im Breisgau, Stadt";"08311";"210";"120";"80";"170";"40";"0"
"Hamburg, Freie und Hansestadt";"02000";"Breisgau-Hochschwarzwald";"08315";"130";"100";"40";"110";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Emmendingen";"08316";"90";"60";"30";"80";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ortenaukreis";"08317";"240";"150";"90";"190";"60";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rottweil";"08325";"40";"30";"10";"30";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schwarzwald-Baar-Kreis";"08326";"120";"70";"50";"100";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Tuttlingen";"08327";"50";"40";"20";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Konstanz";"08335";"210";"130";"80";"160";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Lörrach";"08336";"100";"50";"50";"80";"20";"0"
