"Land";"Thüringen"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Auspendler Kreise"
"Wohnort";"Regionalschlüssel";"Arbeitsort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Erfurt, Stadt";"16051";"Oberhavel";"12065";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Oberspreewald-Lausitz";"12066";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Potsdam-Mittelmark";"12069";"20";"10";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Teltow-Fläming";"12072";"70";"50";"20";"40";"30";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"130xx";"40";"20";"10";"30";"0";"0"
"Erfurt, Stadt";"16051";"Rostock, Hanse- und Universitätsstadt";"13003";"20";"10";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Vorpommern-Rügen";"13073";"20";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Chemnitz, Stadt";"14511";"150";"110";"40";"130";"20";"0"
"Erfurt, Stadt";"16051";"Erzgebirgskreis";"14521";"30";"20";"10";"20";"10";"0"
"Erfurt, Stadt";"16051";"Mittelsachsen";"14522";"20";"20";"10";"20";"0";"0"
"Erfurt, Stadt";"16051";"Vogtlandkreis";"14523";"60";"40";"10";"50";"10";"0"
"Erfurt, Stadt";"16051";"Zwickau";"14524";"80";"60";"20";"70";"10";"0"
"Erfurt, Stadt";"16051";"Dresden, Stadt";"14612";"530";"250";"280";"480";"50";"10"
"Erfurt, Stadt";"16051";"Bautzen";"14625";"40";"30";"10";"30";"10";"0"
"Erfurt, Stadt";"16051";"Görlitz";"14626";"10";"10";"10";"10";"10";"0"
"Erfurt, Stadt";"16051";"Meißen";"14627";"60";"40";"10";"40";"10";"0"
"Erfurt, Stadt";"16051";"Sächsische Schweiz-Osterzgebirge";"14628";"20";"10";"10";"20";"10";"0"
"Erfurt, Stadt";"16051";"Leipzig, Stadt";"14713";"870";"510";"360";"800";"60";"30"
"Erfurt, Stadt";"16051";"Leipzig";"14729";"50";"40";"10";"40";"10";"0"
"Erfurt, Stadt";"16051";"Nordsachsen";"14730";"40";"30";"10";"30";"0";"0"
"Erfurt, Stadt";"16051";"Übrige Kreise (Regierungsbezirk)";"150xx";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Halle (Saale), Stadt";"15002";"170";"100";"70";"150";"10";"10"
"Erfurt, Stadt";"16051";"Magdeburg, Landeshauptstadt";"15003";"140";"60";"80";"110";"30";"10"
"Erfurt, Stadt";"16051";"Anhalt-Bitterfeld";"15082";"30";"30";"0";"20";"0";"0"
"Erfurt, Stadt";"16051";"Börde";"15083";"10";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Burgenlandkreis";"15084";"60";"40";"20";"60";"0";"0"
"Erfurt, Stadt";"16051";"Harz";"15085";"20";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Mansfeld-Südharz";"15087";"50";"30";"20";"40";"0";"0"
"Erfurt, Stadt";"16051";"Saalekreis";"15088";"100";"70";"20";"90";"10";"0"
"Erfurt, Stadt";"16051";"Salzlandkreis";"15089";"20";"20";"0";"10";"10";"0"
"Erfurt, Stadt";"16051";"Stendal";"15090";"10";"10";"0";"10";"0";"0"
"Erfurt, Stadt";"16051";"Wittenberg";"15091";"20";"10";"10";"10";"0";"0"
"Erfurt, Stadt";"16051";"Gera, Stadt";"16052";"140";"90";"50";"120";"20";"10"
"Erfurt, Stadt";"16051";"Jena, Stadt";"16053";"1380";"750";"630";"1290";"90";"50"
"Erfurt, Stadt";"16051";"Suhl, Stadt";"16054";"180";"110";"80";"160";"20";"10"
"Erfurt, Stadt";"16051";"Weimar, Stadt";"16055";"1780";"800";"980";"1650";"130";"80"
"Erfurt, Stadt";"16051";"Eichsfeld";"16061";"230";"100";"130";"190";"40";"20"
"Erfurt, Stadt";"16051";"Nordhausen";"16062";"160";"110";"60";"150";"10";"10"
"Erfurt, Stadt";"16051";"Wartburgkreis";"16063";"610";"400";"210";"500";"110";"10"
"Erfurt, Stadt";"16051";"Unstrut-Hainich-Kreis";"16064";"690";"320";"370";"640";"50";"20"
"Erfurt, Stadt";"16051";"Kyffhäuserkreis";"16065";"180";"110";"70";"160";"20";"10"
"Erfurt, Stadt";"16051";"Schmalkalden-Meiningen";"16066";"190";"110";"90";"180";"20";"10"
"Erfurt, Stadt";"16051";"Gotha";"16067";"2620";"1660";"960";"2370";"240";"90"
"Erfurt, Stadt";"16051";"Sömmerda";"16068";"2660";"1690";"960";"2190";"470";"70"
"Erfurt, Stadt";"16051";"Hildburghausen";"16069";"60";"40";"20";"60";"10";"0"
"Erfurt, Stadt";"16051";"Ilm-Kreis";"16070";"3600";"2590";"1010";"3180";"420";"90"
"Erfurt, Stadt";"16051";"Weimarer Land";"16071";"1580";"990";"590";"1340";"240";"100"
"Erfurt, Stadt";"16051";"Sonneberg";"16072";"30";"20";"10";"30";"0";"0"
"Erfurt, Stadt";"16051";"Saalfeld-Rudolstadt";"16073";"190";"130";"70";"180";"20";"10"
"Erfurt, Stadt";"16051";"Saale-Holzland-Kreis";"16074";"140";"90";"50";"120";"20";"10"
"Erfurt, Stadt";"16051";"Saale-Orla-Kreis";"16075";"60";"40";"20";"60";"0";"0"
"Erfurt, Stadt";"16051";"Greiz";"16076";"80";"50";"30";"80";"0";"0"
"Erfurt, Stadt";"16051";"Altenburger Land";"16077";"40";"30";"10";"40";"0";"0"
"Gera, Stadt";"16052";"Auspendler insgesamt";"0";"13260";"8670";"4590";"12070";"1180";"440"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"010xx";"30";"20";"10";"30";"0";"0"
"Gera, Stadt";"16052";"Kiel, Landeshauptstadt";"01002";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Stormarn";"01062";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Hamburg, Freie und Hansestadt";"02000";"120";"80";"40";"100";"20";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"031xx";"20";"20";"10";"20";"0";"0"
"Gera, Stadt";"16052";"Wolfsburg, Stadt";"03103";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"032xx";"20";"20";"0";"20";"0";"0"
"Gera, Stadt";"16052";"Region Hannover";"03241";"30";"20";"10";"20";"0";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"040xx";"0";"0";"0";"0";"0";"0"
"Gera, Stadt";"16052";"Bremen, Stadt";"04011";"30";"20";"10";"20";"0";"0"
"Gera, Stadt";"16052";"Übrige Kreise (Regierungsbezirk)";"051xx";"40";"30";"10";"40";"10";"0"
"Gera, Stadt";"16052";"Düsseldorf, Stadt";"05111";"30";"30";"0";"20";"10";"0"
"Gera, Stadt";"16052";"Essen, Stadt";"05113";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Mettmann";"05158";"10";"10";"0";"10";"0";"0"
"Gera, Stadt";"16052";"Rhein-Kreis Neuss";"05162";"20";"10";"0";"10";"10";"0"
