"Land";"Saarland"
"Kreis";"Alle"
"";""
"Regionale Ebene";"Kreise"
"Gebietsstand";"Juni 2023"
"Berichtsmonat";"Juni 2023"
"Datenstand";"Januar 2024"
"Hinweise";"In den Pendlerangaben sind nur regional zuordenbare Fälle enthalten Regionen, deren Pendlerzahl insgesamt kleiner 10 ist, werden als „Übrige“ zu der nächsthöheren Ebene zusammengefasst"
""
""
"Thema:";"Auspendler Kreise"
"Wohnort";"Regionalschlüssel";"Arbeitsort";"Regionalschlüssel";"Insgesamt";"Männer";"Frauen";"Deutsche";"Ausländer";"Auszubildende"
"Merzig-Wadern";"10042";"Bremen, Stadt";"04011";"10";"10";"0";"10";"0";"0"
"Merzig-Wadern";"10042";"Übrige Kreise (Regierungsbezirk)";"051xx";"30";"20";"10";"20";"10";"0"
"Merzig-Wadern";"10042";"Düsseldorf, Stadt";"05111";"40";"20";"10";"30";"10";"0"
"Merzig-Wadern";"10042";"Essen, Stadt";"05113";"10";"10";"10";"10";"0";"0"
"Merzig-Wadern";"10042";"Rhein-Kreis Neuss";"05162";"20";"10";"10";"10";"0";"0"
"Merzig-Wadern";"10042";"Übrige Kreise (Regierungsbezirk)";"053xx";"30";"20";"10";"20";"10";"0"
"Merzig-Wadern";"10042";"Bonn, Stadt";"05314";"10";"10";"0";"10";"0";"0"
"Merzig-Wadern";"10042";"Köln, Stadt";"05315";"80";"50";"30";"60";"20";"0"
"Merzig-Wadern";"10042";"Rhein-Erft-Kreis";"05362";"10";"10";"0";"10";"0";"0"
"Merzig-Wadern";"10042";"Rhein-Sieg-Kreis";"05382";"20";"10";"10";"20";"0";"0"
"Merzig-Wadern";"10042";"Übrige Kreise (Regierungsbezirk)";"055xx";"20";"10";"10";"10";"0";"0"
"Merzig-Wadern";"10042";"Gelsenkirchen, Stadt";"05513";"30";"30";"0";"10";"30";"0"
"Merzig-Wadern";"10042";"Übrige Kreise (Regierungsbezirk)";"064xx";"30";"20";"10";"20";"10";"0"
"Merzig-Wadern";"10042";"Frankfurt am Main, Stadt";"06412";"100";"60";"40";"90";"10";"0"
"Merzig-Wadern";"10042";"Wiesbaden, Landeshauptstadt";"06414";"40";"20";"20";"30";"10";"0"
"Merzig-Wadern";"10042";"Groß-Gerau";"06433";"20";"20";"0";"20";"0";"0"
"Merzig-Wadern";"10042";"Hochtaunuskreis";"06434";"10";"10";"0";"10";"0";"0"
"Merzig-Wadern";"10042";"Main-Kinzig-Kreis";"06435";"20";"20";"10";"20";"10";"0"
"Merzig-Wadern";"10042";"Main-Taunus-Kreis";"06436";"20";"20";"10";"20";"0";"0"
"Merzig-Wadern";"10042";"Offenbach";"06438";"20";"20";"10";"20";"0";"0"
"Merzig-Wadern";"10042";"Übrige Kreise (Regierungsbezirk)";"070xx";"80";"50";"20";"70";"10";"0"
"Merzig-Wadern";"10042";"Koblenz, kreisfreie Stadt";"07111";"30";"20";"10";"30";"0";"0"
"Merzig-Wadern";"10042";"Bad Kreuznach";"07133";"20";"20";"10";"20";"0";"0"
"Merzig-Wadern";"10042";"Birkenfeld";"07134";"90";"60";"30";"90";"10";"0"
"Merzig-Wadern";"10042";"Neuwied";"07138";"50";"10";"40";"50";"0";"0"
"Merzig-Wadern";"10042";"Rhein-Hunsrück-Kreis";"07140";"10";"10";"0";"10";"0";"0"
"Merzig-Wadern";"10042";"Westerwaldkreis";"07143";"10";"10";"0";"10";"0";"0"
"Merzig-Wadern";"10042";"Trier, kreisfreie Stadt";"07211";"800";"420";"380";"750";"50";"50"
"Merzig-Wadern";"10042";"Bernkastel-Wittlich";"07231";"60";"50";"20";"60";"0";"10"
"Merzig-Wadern";"10042";"Eifelkreis Bitburg-Prüm";"07232";"20";"10";"10";"20";"0";"0"
"Merzig-Wadern";"10042";"Trier-Saarburg";"07235";"1320";"740";"580";"1220";"100";"70"
"Merzig-Wadern";"10042";"Kaiserslautern, kreisfreie Stadt";"07312";"50";"30";"20";"40";"0";"0"
"Merzig-Wadern";"10042";"Landau in der Pfalz, kreisfreie Stadt";"07313";"10";"0";"10";"10";"0";"0"
"Merzig-Wadern";"10042";"Ludwigshafen am Rhein, kreisfreie Stadt";"07314";"10";"10";"10";"10";"0";"0"
"Merzig-Wadern";"10042";"Mainz, kreisfreie Stadt";"07315";"30";"10";"20";"30";"0";"0"
